name,description,wall_time_mean_s,wall_time_std_s,wall_time_cv_percent,wall_time_median_s,wall_time_min_s,wall_time_max_s,ci95_halfwidth_s,best_wall_time_s,wall_time_s,timing_samples_s,repetitions,warmup_runs,time_ratio,density_linf_vs_baseline,pressure_linf_vs_baseline,velocity_x_linf_vs_baseline,velocity_y_linf_vs_baseline,binary,snapshot,cppflags,cxxflags
baseline,Cache-friendly baseline with std::array state storage and cached reconstruction.,19.96510618067502,0.2638983238165224,1.321797747672184,19.830332541954704,19.795808875001967,20.26917712506838,0.2986290658565541,19.795808875001967,19.96510618067502,20.269177125;19.795808875;19.830332542,3,1,1.0,0.0,0.0,0.0,0.0,build/variants/baseline/shock_bubble_solver,output/full_grid_vector_repeated/performance/baseline_run02_0001.csv,,-O3 -march=native -std=c++17 -Wall -Wextra -Wpedantic
vector_state,Replace std::array state storage with std::vector.,382.0405528606304,1.3218995913221891,0.3460102812186073,382.282478665933,380.6143993749283,383.22478054102976,1.4958702063873834,380.6143993749283,382.0405528606304,382.282478666;380.614399375;383.224780541,3,1,19.135413025272157,0.0,0.0,0.0,0.0,build/variants/vector_state/shock_bubble_solver,output/full_grid_vector_repeated/performance/vector_state_run02_0001.csv,-DUSE_VECTOR_STATE_STORAGE,-O3 -march=native -std=c++17 -Wall -Wextra -Wpedantic
